 ,Label,Area,Mean,X,Y,Feret,%Area,Slice,FeretX,FeretY,FeretAngle,MinFeret
303,Stack:2,1.546,255,1.750,35.328,3.771,100,2,0.218,36.789,45.000,1.435
304,Stack:2,0.246,255,27.437,33.964,0.969,100,2,27.102,33.578,141.843,0.446
305,Stack:2,0.148,255,0.390,34.301,1.290,100,2,0.000,33.741,117.646,0.390
306,Stack:2,0.512,255,5.922,34.169,1.101,100,2,5.388,34.122,171.469,0.790
307,Stack:2,0.124,255,7.409,34.281,0.936,100,2,7.129,33.796,125.538,0.352
308,Stack:2,1.125,255,9.394,35.929,4.377,100,2,8.327,34.177,128.437,0.523
309,Stack:2,0.231,255,15.315,34.921,0.809,100,2,15.293,34.558,109.654,0.472
310,Stack:2,0.116,255,22.985,34.945,0.536,100,2,22.857,35.156,66.038,0.327
311,Stack:2,0.101,255,6.167,34.969,0.621,100,2,5.932,34.776,142.125,0.261
312,Stack:2,0.160,255,27.541,35.082,0.637,100,2,27.483,34.776,109.983,0.431
313,Stack:2,0.213,255,23.925,35.169,0.682,100,2,23.782,34.884,118.610,0.498
314,Stack:2,0.317,255,0.229,35.642,1.072,100,2,0.000,35.102,113.962,0.544
315,Stack:2,0.889,255,8.132,36.198,3.507,100,2,6.912,35.265,138.145,0.539
316,Stack:2,0.681,255,4.107,35.907,1.962,100,2,3.265,36.626,19.440,0.923
317,Stack:2,0.258,255,22.361,35.893,1.364,100,2,21.986,35.320,118.610,0.311
318,Stack:2,0.184,255,27.553,35.645,1.003,100,2,27.102,35.374,139.399,0.324
319,Stack:2,0.210,255,12.609,35.782,0.785,100,2,12.299,35.429,123.690,0.508
320,Stack:2,0.963,255,16.773,36.869,2.601,100,2,15.837,35.483,127.349,0.811
321,Stack:2,0.255,255,25.599,36.285,1.578,100,2,25.143,35.755,136.397,0.366
322,Stack:2,0.421,255,14.564,36.443,1.317,100,2,14.150,36.027,128.290,0.562
323,Stack:2,0.640,255,23.973,36.664,1.512,100,2,23.184,36.626,149.744,1.238
324,Stack:2,0.498,255,22.001,36.909,2.439,100,2,21.116,36.082,141.340,0.397
325,Stack:2,0.184,255,20.849,36.921,1.777,100,2,20.299,36.190,130.030,0.213
326,Stack:2,0.281,255,6.258,36.795,1.539,100,2,5.769,36.299,135.000,0.308
327,Stack:2,0.341,255,11.595,36.604,0.952,100,2,11.156,36.299,149.036,0.599
328,Stack:2,0.349,255,13.505,37.235,1.194,100,2,13.224,36.735,133.152,0.477
329,Stack:2,0.563,255,2.152,37.219,1.655,100,2,1.469,37.605,27.408,0.590
330,Stack:2,0.379,255,4.685,37.303,1.294,100,2,4.027,37.605,22.249,0.514
331,Stack:2,0.148,255,26.679,37.344,0.886,100,2,26.395,36.952,132.510,0.269
332,Stack:2,0.201,255,24.846,37.413,0.707,100,2,24.544,37.333,157.380,0.490
