 ,Label,X,Y,Width,Height,Area,NearestNeighborDistance,Perimeter,Circularity,Roundness,AR,Solidity,Feret,FeretAR,Compactness,Extent,IntegratedDensity,RawIntegratedDensity,FeretAngle,MinFeret,FeretX,FeretY,XM,YM,BX,BY,Major,Minor,Angle,XStart,YStart
347,Along the build_20.tif,45.873,20.778,0.707,0.925,0.299,0.815,2.609,0.552,0.471,2.122,0.795,1.073,2.005,0.686,0.457,76.279,25755.000,59.534,0.535,45.714,21.279,45.873,20.778,45.551,20.354,0.899,0.424,60.352,846.000,374.000
348,Along the build_20.tif,39.916,21.632,2.667,2.177,1.019,1.525,7.718,0.215,0.134,7.442,0.637,3.408,5.792,0.367,0.176,259.803,87720.000,38.517,0.588,38.531,22.531,39.916,21.632,38.531,20.408,3.107,0.417,37.313,755.000,375.000
349,Along the build_20.tif,34.809,20.689,0.599,0.544,0.148,0.872,1.789,0.582,0.405,2.466,0.769,0.773,2.233,0.637,0.455,37.762,12750.000,140.711,0.346,34.503,20.463,34.809,20.689,34.503,20.463,0.682,0.276,132.273,634.000,376.000
350,Along the build_20.tif,47.768,20.843,0.435,0.490,0.116,0.928,1.372,0.771,0.543,1.840,0.812,0.560,1.643,0.737,0.542,29.454,9945.000,119.055,0.341,47.619,20.571,47.768,20.843,47.565,20.571,0.520,0.283,126.674,875.000,378.000
351,Along the build_20.tif,52.955,20.985,0.762,0.762,0.317,1.091,2.455,0.661,0.666,1.502,0.801,0.936,1.521,0.816,0.546,80.811,27285.000,125.538,0.616,52.571,20.626,52.955,20.985,52.517,20.626,0.778,0.518,147.682,966.000,379.000
352,Along the build_20.tif,7.400,20.981,0.599,0.599,0.133,0.942,1.911,0.459,0.318,3.148,0.703,0.847,2.444,0.564,0.372,33.986,11475.000,135.000,0.346,7.075,20.680,7.400,20.981,7.075,20.680,0.731,0.232,134.702,130.000,380.000
353,Along the build_20.tif,38.497,21.075,0.816,0.816,0.255,1.525,2.468,0.525,0.277,3.610,0.758,1.080,2.885,0.526,0.382,64.951,21930.000,40.914,0.374,38.095,21.442,38.497,21.075,38.095,20.680,1.082,0.300,44.608,712.000,380.000
354,Along the build_20.tif,17.204,21.294,1.143,1.252,0.323,1.012,3.514,0.329,0.145,6.909,0.744,1.655,4.779,0.380,0.226,82.321,27795.000,133.668,0.346,16.653,20.789,17.204,21.294,16.653,20.735,1.685,0.244,131.648,308.000,381.000
355,Along the build_20.tif,25.180,21.105,0.707,0.816,0.124,0.578,2.251,0.309,0.152,6.559,0.564,1.045,4.404,0.390,0.215,31.720,10710.000,128.660,0.237,24.871,20.735,25.180,21.105,24.816,20.735,1.019,0.155,132.610,457.000,381.000
356,Along the build_20.tif,13.253,21.070,0.381,0.490,0.104,1.297,1.359,0.705,0.491,2.035,0.824,0.560,1.808,0.701,0.556,26.433,8925.000,60.945,0.310,13.116,21.279,13.253,21.070,13.061,20.789,0.518,0.255,62.238,245.000,382.000
357,Along the build_20.tif,26.845,21.705,1.633,1.687,0.711,1.384,5.014,0.355,0.186,5.379,0.707,2.167,3.979,0.431,0.258,181.258,61200.000,51.116,0.545,26.177,22.476,26.845,21.705,26.014,20.789,2.206,0.410,39.218,505.000,382.000
358,Along the build_20.tif,29.476,22.666,2.122,3.755,1.513,1.457,14.624,0.089,0.429,2.332,0.331,3.855,2.047,0.655,0.190,385.928,130305.000,76.945,1.883,29.660,24.544,29.476,22.666,28.463,20.789,2.120,0.909,81.526,559.000,382.000
359,Along the build_20.tif,35.980,21.252,0.871,0.980,0.435,1.299,2.872,0.663,0.609,1.642,0.817,1.072,1.544,0.781,0.510,111.020,37485.000,66.038,0.694,35.918,21.769,35.980,21.252,35.537,20.789,0.954,0.581,50.008,665.000,382.000
360,Along the build_20.tif,23.355,21.380,1.034,0.980,0.355,1.157,3.302,0.410,0.253,3.951,0.752,1.424,3.050,0.503,0.351,90.629,30600.000,136.548,0.467,22.803,20.844,23.355,21.380,22.803,20.844,1.337,0.338,140.303,419.000,383.000
361,Along the build_20.tif,28.435,21.048,0.599,0.435,0.145,1.380,1.558,0.751,0.703,1.423,0.810,0.608,1.440,0.838,0.557,37.007,12495.000,169.695,0.422,28.136,20.952,28.435,21.048,28.136,20.844,0.513,0.360,158.345,519.000,383.000
362,Along the build_20.tif,31.950,21.682,0.980,1.361,0.270,1.162,3.533,0.271,0.118,8.453,0.719,1.645,6.329,0.344,0.202,68.727,23205.000,124.216,0.260,31.510,21.007,31.950,21.682,31.456,21.007,1.703,0.201,125.263,579.000,386.000
363,Along the build_20.tif,35.206,22.860,3.048,3.755,1.117,1.294,10.361,0.131,0.060,16.712,0.564,4.702,8.972,0.245,0.098,284.726,96135.000,127.003,0.524,34.014,21.007,35.206,22.860,33.796,21.007,4.874,0.292,128.825,625.000,386.000
364,Along the build_20.tif,6.235,21.685,1.252,1.197,0.320,1.018,3.700,0.294,0.140,7.156,0.677,1.695,5.292,0.374,0.213,81.566,27540.000,137.603,0.320,5.660,21.170,6.235,21.685,5.660,21.116,1.707,0.239,140.300,105.000,388.000
365,Along the build_20.tif,42.484,21.253,0.435,0.327,0.110,1.462,1.237,0.900,0.708,1.413,0.902,0.468,1.434,0.841,0.771,27.944,9435.000,35.538,0.327,42.340,21.442,42.484,21.253,42.286,21.116,0.444,0.314,9.379,777.000,388.000
366,Along the build_20.tif,20.250,21.609,0.490,0.925,0.216,0.962,2.333,0.499,0.352,2.845,0.781,1.001,2.567,0.593,0.477,55.133,18615.000,112.380,0.390,20.082,21.170,20.250,21.609,19.973,21.170,0.885,0.311,114.862,369.000,389.000
367,Along the build_20.tif,48.467,21.616,0.599,0.816,0.302,0.817,2.192,0.790,0.654,1.530,0.872,0.845,1.473,0.808,0.618,77.035,26010.000,75.069,0.574,48.381,21.986,48.467,21.616,48.109,21.170,0.767,0.501,67.640,891.000,389.000
368,Along the build_20.tif,12.119,22.126,1.578,1.796,0.406,1.370,5.502,0.168,0.111,9.022,0.579,2.355,5.741,0.333,0.143,103.468,34935.000,49.686,0.410,11.374,23.020,12.119,22.126,11.374,21.224,2.159,0.239,50.027,236.000,390.000
369,Along the build_20.tif,46.424,21.512,0.871,0.544,0.207,0.918,2.192,0.542,0.349,2.865,0.761,0.974,2.498,0.591,0.438,52.867,17850.000,26.565,0.390,45.932,21.769,46.424,21.512,45.932,21.224,0.870,0.304,28.145,856.000,390.000
370,Along the build_20.tif,1.118,21.624,0.381,0.435,0.118,1.311,1.250,0.953,0.751,1.332,0.879,0.487,1.333,0.867,0.714,30.210,10200.000,116.565,0.365,1.034,21.388,1.118,21.624,0.925,21.388,0.448,0.337,113.934,19.000,393.000
371,Along the build_20.tif,9.122,21.704,0.599,0.544,0.127,1.354,1.744,0.526,0.485,2.061,0.705,0.740,1.881,0.697,0.391,32.475,10965.000,143.973,0.393,8.816,21.388,9.122,21.704,8.816,21.388,0.578,0.281,135.493,162.000,393.000
372,Along the build_20.tif,52.145,22.076,1.741,1.578,0.666,1.359,5.494,0.277,0.297,3.363,0.628,2.244,2.737,0.545,0.242,169.929,57375.000,140.906,0.820,51.156,21.605,52.145,22.076,51.156,21.442,1.689,0.502,134.788,957.000,394.000
373,Along the build_20.tif,47.664,21.766,0.381,0.435,0.101,0.817,1.327,0.719,0.780,1.282,0.840,0.513,1.482,0.883,0.607,25.678,8670.000,122.005,0.346,47.510,21.605,47.664,21.766,47.456,21.605,0.405,0.316,127.785,873.000,397.000
374,Along the build_20.tif,30.823,21.966,0.599,0.599,0.142,1.162,1.757,0.579,0.317,3.152,0.780,0.773,2.512,0.563,0.397,36.252,12240.000,129.289,0.308,30.585,21.714,30.823,21.966,30.531,21.714,0.755,0.240,134.018,562.000,399.000
375,Along the build_20.tif,22.290,22.280,0.707,0.871,0.190,1.179,2.917,0.280,0.489,2.044,0.478,0.930,1.570,0.700,0.308,48.335,16320.000,69.444,0.592,22.095,22.639,22.290,22.280,21.932,21.769,0.702,0.344,56.016,411.000,400.000
376,Along the build_20.tif,6.192,23.448,2.830,3.102,1.075,1.764,9.733,0.143,0.094,10.638,0.499,4.126,6.866,0.307,0.122,274.152,92565.000,131.257,0.601,4.680,21.823,6.192,23.448,4.680,21.823,3.816,0.359,135.896,86.000,401.000
377,Along the build_20.tif,41.351,22.177,0.816,0.762,0.335,1.462,2.455,0.698,0.609,1.643,0.793,0.925,1.443,0.780,0.538,85.342,28815.000,28.072,0.641,40.980,22.476,41.351,22.177,40.980,21.823,0.837,0.509,51.146,757.000,401.000
378,Along the build_20.tif,49.285,22.596,1.197,1.143,0.453,1.276,3.641,0.429,0.289,3.462,0.688,1.449,2.535,0.537,0.331,115.552,39015.000,34.287,0.572,48.599,23.020,49.285,22.596,48.599,21.932,1.413,0.408,44.660,909.000,403.000
379,Along the build_20.tif,24.951,22.532,0.490,0.925,0.258,1.199,2.301,0.611,0.509,1.965,0.809,0.964,1.969,0.713,0.569,65.706,22185.000,73.610,0.490,24.816,22.966,24.951,22.532,24.707,22.041,0.803,0.409,77.272,459.000,405.000
380,Along the build_20.tif,10.375,22.377,0.544,0.544,0.113,1.422,1.635,0.529,0.326,3.067,0.724,0.732,2.378,0.571,0.380,28.699,9690.000,48.013,0.308,10.177,22.639,10.375,22.377,10.122,22.095,0.663,0.216,43.197,194.000,406.000
381,Along the build_20.tif,28.045,22.396,0.544,0.599,0.130,1.315,1.789,0.512,0.392,2.548,0.721,0.740,2.404,0.626,0.400,33.231,11220.000,53.973,0.308,27.918,22.694,28.045,22.396,27.810,22.095,0.650,0.255,51.883,519.000,406.000
382,Along the build_20.tif,54.257,22.858,1.143,1.415,0.415,0.698,3.872,0.347,0.160,6.258,0.727,1.785,4.268,0.400,0.256,105.734,35700.000,127.569,0.418,53.605,22.150,54.257,22.858,53.605,22.150,1.818,0.290,128.077,985.000,407.000
383,Along the build_20.tif,2.623,22.924,1.633,1.469,0.580,1.281,5.693,0.225,0.293,3.411,0.527,2.043,2.340,0.541,0.242,148.027,49980.000,138.240,0.873,1.633,22.259,2.623,22.924,1.633,22.204,1.588,0.465,137.073,31.000,408.000
384,Along the build_20.tif,15.796,22.621,0.707,0.816,0.290,1.656,2.283,0.700,0.472,2.121,0.817,0.901,1.970,0.687,0.503,74.014,24990.000,64.983,0.457,15.619,23.020,15.796,22.621,15.456,22.204,0.885,0.417,54.896,291.000,408.000
385,Along the build_20.tif,31.271,23.387,2.068,2.177,0.690,1.490,7.514,0.154,0.234,4.273,0.438,2.704,3.243,0.484,0.153,175.971,59415.000,139.899,0.834,30.150,22.259,31.271,23.387,30.150,22.204,1.938,0.453,132.476,555.000,408.000
386,Along the build_20.tif,44.544,23.462,2.667,3.048,1.158,2.295,11.827,0.104,0.341,2.935,0.410,3.733,3.299,0.584,0.142,295.299,99705.000,134.409,1.132,43.102,22.585,44.544,23.462,43.102,22.204,2.080,0.709,130.743,810.000,408.000
387,Along the build_20.tif,9.025,23.054,1.633,1.415,0.527,0.851,4.674,0.303,0.161,6.199,0.722,2.091,4.631,0.402,0.228,134.433,45390.000,141.340,0.452,8.218,22.259,9.025,23.054,8.218,22.259,2.040,0.329,136.375,151.000,409.000
388,Along the build_20.tif,23.739,22.682,0.544,0.653,0.216,1.221,1.948,0.716,0.716,1.397,0.844,0.710,1.304,0.846,0.608,55.133,18615.000,122.471,0.544,23.619,22.313,23.739,22.682,23.510,22.313,0.620,0.444,104.017,434.000,410.000
389,Along the build_20.tif,33.918,22.987,1.741,1.524,0.533,1.294,4.841,0.286,0.132,7.582,0.683,2.244,5.391,0.363,0.201,135.943,45900.000,140.906,0.416,33.034,22.422,33.918,22.987,33.034,22.313,2.269,0.299,140.035,612.000,410.000
390,Along the build_20.tif,12.208,23.492,3.483,2.449,1.122,1.370,9.340,0.162,0.091,10.971,0.559,4.258,7.461,0.302,0.132,286.236,96645.000,35.112,0.571,10.395,24.816,12.208,23.492,10.395,22.367,3.960,0.361,34.712,254.000,411.000
391,Along the build_20.tif,21.179,22.675,0.435,0.653,0.172,1.177,1.789,0.675,0.550,1.819,0.795,0.688,1.643,0.742,0.604,43.804,14790.000,108.435,0.419,21.116,22.367,21.179,22.675,20.952,22.367,0.631,0.347,105.050,388.000,411.000
392,Along the build_20.tif,50.556,22.958,0.762,1.197,0.361,1.322,3.058,0.486,0.243,4.114,0.816,1.344,3.347,0.493,0.396,92.139,31110.000,121.759,0.402,50.177,22.422,50.556,22.958,50.177,22.367,1.376,0.334,120.686,924.000,411.000
393,Along the build_20.tif,1.342,22.917,0.707,0.925,0.278,1.281,2.532,0.546,0.343,2.913,0.774,1.045,2.288,0.586,0.425,70.993,23970.000,128.660,0.457,0.980,22.585,1.342,22.917,0.980,22.476,1.016,0.349,122.778,23.000,413.000
394,Along the build_20.tif,54.953,22.820,0.544,0.653,0.178,0.698,1.975,0.573,0.532,1.879,0.774,0.756,1.939,0.729,0.500,45.314,15300.000,120.256,0.390,54.803,22.476,54.953,22.820,54.694,22.476,0.652,0.347,116.005,1007.000,413.000
395,Along the build_20.tif,8.279,23.461,1.633,1.796,0.622,0.851,5.104,0.300,0.160,6.250,0.664,2.320,4.384,0.400,0.212,158.601,53550.000,129.289,0.529,7.401,22.531,8.279,23.461,7.347,22.531,2.225,0.356,136.346,136.000,414.000
396,Along the build_20.tif,26.098,22.881,0.327,0.435,0.101,0.885,1.205,0.871,0.583,1.716,0.895,0.513,1.622,0.763,0.708,25.678,8670.000,122.005,0.317,25.959,22.639,26.098,22.881,25.959,22.639,0.469,0.273,116.602,477.000,416.000
397,Along the build_20.tif,38.080,23.088,0.816,0.544,0.252,0.966,2.179,0.666,0.428,2.337,0.829,0.952,2.170,0.654,0.567,64.195,21675.000,149.036,0.439,37.660,22.857,38.080,23.088,37.660,22.803,0.865,0.370,156.651,693.000,419.000
398,Along the build_20.tif,47.522,23.041,0.490,0.490,0.163,0.657,1.481,0.933,0.727,1.376,0.880,0.589,1.391,0.853,0.679,41.538,14025.000,146.310,0.423,47.293,22.857,47.522,23.041,47.293,22.803,0.534,0.388,138.387,870.000,419.000
399,Along the build_20.tif,20.506,23.641,1.088,1.469,0.447,1.177,4.167,0.324,0.207,4.821,0.714,1.829,3.950,0.455,0.280,114.041,38505.000,126.529,0.463,19.918,22.857,20.506,23.641,19.918,22.857,1.657,0.344,121.026,366.000,420.000
400,Along the build_20.tif,22.246,23.665,2.231,1.524,0.954,1.386,5.802,0.356,0.202,4.949,0.720,2.532,3.761,0.450,0.280,243.188,82110.000,28.217,0.673,21.170,24.272,22.246,23.665,21.170,22.912,2.451,0.495,34.810,416.000,421.000
401,Along the build_20.tif,26.950,23.124,0.980,0.327,0.157,0.885,2.429,0.334,0.217,4.602,0.609,1.003,3.079,0.466,0.491,40.028,13515.000,12.529,0.326,26.449,23.184,26.950,23.124,26.449,22.966,0.959,0.208,0.708,502.000,422.000
402,Along the build_20.tif,17.298,24.228,2.721,2.667,1.007,1.875,8.297,0.184,0.097,10.267,0.590,3.733,7.206,0.312,0.139,256.782,86700.000,134.409,0.518,16.054,23.075,17.298,24.228,16.000,23.075,3.628,0.353,139.378,295.000,424.000
403,Along the build_20.tif,52.728,23.776,1.034,1.469,0.338,0.846,3.872,0.283,0.131,7.661,0.726,1.797,5.774,0.361,0.222,86.097,29070.000,125.134,0.311,52.245,23.075,52.728,23.776,52.245,23.075,1.815,0.237,123.290,960.000,424.000
404,Along the build_20.tif,46.926,23.320,0.435,0.381,0.104,0.657,1.186,0.926,0.552,1.812,0.854,0.513,1.668,0.743,0.625,26.433,8925.000,147.995,0.308,46.694,23.184,46.926,23.320,46.694,23.129,0.489,0.270,139.990,859.000,425.000
405,Along the build_20.tif,2.553,25.307,2.884,3.646,1.205,0.712,12.137,0.103,0.325,3.078,0.260,4.003,2.169,0.570,0.115,307.383,103785.000,133.898,1.845,0.980,23.293,2.553,25.307,0.925,23.293,2.174,0.706,120.235,18.000,428.000
406,Along the build_20.tif,40.590,23.782,0.381,0.599,0.130,1.189,1.545,0.686,0.554,1.806,0.807,0.658,1.741,0.744,0.571,33.231,11220.000,65.556,0.378,40.435,24.054,40.590,23.782,40.435,23.456,0.547,0.303,71.765,747.000,431.000
407,Along the build_20.tif,38.081,24.054,1.034,1.252,0.364,0.966,4.892,0.191,0.485,2.061,0.462,1.462,1.691,0.697,0.281,92.895,31365.000,135.000,0.865,37.442,23.728,38.081,24.054,37.442,23.510,0.978,0.474,125.705,697.000,432.000
408,Along the build_20.tif,51.115,25.143,3.429,3.374,0.974,1.832,9.971,0.123,0.051,19.536,0.625,4.810,12.090,0.226,0.084,248.474,83895.000,135.458,0.398,49.524,23.510,51.115,25.143,49.524,23.510,4.923,0.252,138.181,910.000,432.000
409,Along the build_20.tif,25.366,23.860,0.707,0.544,0.187,1.222,1.898,0.651,0.415,2.408,0.797,0.804,1.999,0.644,0.485,47.580,16065.000,28.301,0.402,25.034,24.109,25.366,23.860,25.034,23.619,0.756,0.314,31.556,465.000,434.000
410,Along the build_20.tif,47.771,24.024,1.306,0.816,0.361,0.655,3.334,0.409,0.248,4.028,0.711,1.485,3.365,0.498,0.339,92.139,31110.000,28.443,0.441,47.129,24.327,47.771,24.024,47.129,23.619,1.361,0.338,31.559,888.000,434.000
411,Along the build_20.tif,3.833,24.178,0.816,0.925,0.243,1.079,2.763,0.400,0.353,2.832,0.689,1.199,2.621,0.594,0.322,61.930,20910.000,129.472,0.457,3.592,23.782,3.833,24.178,3.537,23.782,0.936,0.330,133.070,66.000,437.000
412,Along the build_20.tif,27.654,24.329,0.925,0.871,0.178,1.217,2.699,0.307,0.183,5.470,0.615,1.199,3.893,0.428,0.221,45.314,15300.000,140.528,0.308,27.156,23.837,27.654,24.329,27.156,23.837,1.113,0.203,134.513,499.000,438.000
413,Along the build_20.tif,34.878,25.256,1.905,2.558,0.791,2.110,6.821,0.214,0.148,6.764,0.600,3.064,5.541,0.385,0.162,201.649,68085.000,123.408,0.553,33.796,24.000,34.878,25.256,33.796,24.000,2.610,0.386,127.422,621.000,441.000
414,Along the build_20.tif,24.067,24.349,0.653,0.599,0.225,1.389,1.993,0.712,0.563,1.775,0.831,0.809,1.617,0.751,0.576,57.398,19380.000,47.726,0.500,23.728,24.653,24.067,24.349,23.728,24.054,0.713,0.402,44.505,441.000,442.000
415,Along the build_20.tif,48.119,24.578,1.034,0.925,0.376,0.655,2.994,0.527,0.332,3.008,0.754,1.234,2.586,0.577,0.393,95.916,32385.000,41.424,0.477,47.510,24.871,48.119,24.578,47.510,24.054,1.200,0.399,41.796,888.000,442.000
416,Along the build_20.tif,26.401,24.544,0.925,0.925,0.424,1.099,2.904,0.631,0.668,1.498,0.831,1.102,1.574,0.817,0.495,107.999,36465.000,57.095,0.700,26.286,25.034,26.401,24.544,25.959,24.109,0.899,0.600,48.758,492.000,443.000
417,Along the build_20.tif,11.553,25.162,1.034,1.578,0.435,1.794,4.313,0.294,0.293,3.414,0.544,1.803,2.742,0.541,0.267,111.020,37485.000,61.113,0.657,11.048,25.741,11.553,25.162,10.939,24.163,1.376,0.403,50.635,218.000,444.000
418,Along the build_20.tif,13.409,24.477,0.599,0.599,0.130,1.553,1.725,0.550,0.255,3.928,0.815,0.809,3.504,0.505,0.364,33.231,11220.000,42.274,0.231,13.116,24.707,13.409,24.477,13.116,24.163,0.807,0.206,42.724,251.000,444.000
419,Along the build_20.tif,20.868,24.861,0.871,1.197,0.347,1.272,3.334,0.392,0.376,2.659,0.654,1.449,2.510,0.613,0.332,88.363,29835.000,124.287,0.577,20.354,24.163,20.868,24.861,20.354,24.163,1.083,0.407,119.965,374.000,444.000
420,Along the build_20.tif,37.759,24.999,1.143,1.578,0.323,0.667,4.167,0.234,0.105,9.559,0.621,1.905,5.918,0.323,0.179,82.321,27795.000,126.870,0.322,37.170,24.163,37.759,24.999,37.170,24.163,1.982,0.207,121.878,683.000,444.000
421,Along the build_20.tif,42.546,24.592,1.252,1.088,0.305,1.174,3.623,0.292,0.201,4.979,0.615,1.624,3.546,0.448,0.224,77.790,26265.000,140.440,0.458,41.959,24.218,42.546,24.592,41.959,24.163,1.391,0.279,137.565,772.000,444.000
422,Along the build_20.tif,52.868,24.611,0.762,0.871,0.210,0.846,2.405,0.457,0.217,4.604,0.789,1.157,3.773,0.466,0.317,53.622,18105.000,131.186,0.307,52.463,24.163,52.868,24.611,52.463,24.163,1.110,0.241,131.848,964.000,444.000
423,Along the build_20.tif,39.840,24.705,1.034,1.034,0.483,1.060,4.077,0.365,0.953,1.049,0.634,1.199,1.222,0.976,0.452,123.104,41565.000,140.528,0.981,39.238,24.218,39.840,24.705,39.238,24.218,0.803,0.766,60.020,721.000,445.000
424,Along the build_20.tif,15.468,24.636,1.034,0.762,0.308,1.875,2.840,0.480,0.368,2.717,0.684,1.095,2.218,0.607,0.391,78.545,26520.000,153.435,0.494,14.857,24.544,15.468,24.636,14.857,24.272,1.032,0.380,149.021,279.000,446.000
425,Along the build_20.tif,2.873,24.672,0.599,0.707,0.113,0.712,2.020,0.347,0.238,4.208,0.571,0.893,3.177,0.487,0.266,28.699,9690.000,127.569,0.281,2.667,24.327,2.873,24.672,2.612,24.327,0.777,0.185,126.332,49.000,447.000
426,Along the build_20.tif,54.958,24.728,0.544,0.544,0.181,1.697,1.635,0.849,0.700,1.430,0.859,0.621,1.466,0.836,0.610,46.070,15555.000,142.125,0.423,54.748,24.490,54.958,24.728,54.694,24.435,0.573,0.401,140.532,1007.000,449.000
427,Along the build_20.tif,38.469,25.236,1.143,1.361,0.195,0.748,3.668,0.183,0.082,12.247,0.600,1.777,7.466,0.286,0.126,49.846,16830.000,130.030,0.238,37.878,24.544,38.469,25.236,37.878,24.544,1.746,0.143,131.078,696.000,451.000
428,Along the build_20.tif,32.777,25.440,1.850,2.177,0.551,2.110,6.078,0.187,0.108,9.217,0.520,2.816,5.870,0.329,0.137,140.475,47430.000,131.082,0.480,31.891,24.653,32.777,25.440,31.891,24.599,2.543,0.276,130.793,589.000,452.000
429,Along the build_20.tif,45.823,26.333,5.116,4.027,1.351,0.835,13.663,0.091,0.054,18.637,0.517,6.477,11.781,0.232,0.066,344.390,116280.000,142.167,0.550,43.483,24.653,45.823,26.333,43.483,24.599,5.661,0.304,143.284,800.000,452.000
430,Along the build_20.tif,0.700,24.902,0.544,0.435,0.121,1.302,1.449,0.727,0.370,2.701,0.804,0.664,2.224,0.609,0.513,30.965,10455.000,145.008,0.299,0.435,24.707,0.700,24.902,0.435,24.707,0.646,0.239,146.439,8.000,454.000
431,Along the build_20.tif,24.690,26.912,4.354,4.789,1.727,0.965,15.054,0.096,0.060,16.625,0.511,6.364,9.915,0.245,0.083,440.305,148665.000,131.186,0.642,22.966,24.707,24.690,26.912,22.803,24.707,6.046,0.364,133.274,422.000,454.000
432,Along the build_20.tif,30.519,25.084,0.599,0.707,0.136,1.663,1.911,0.469,0.230,4.346,0.742,0.893,3.330,0.480,0.322,34.741,11730.000,127.569,0.268,30.259,24.762,30.519,25.084,30.204,24.762,0.868,0.200,125.551,556.000,455.000
433,Along the build_20.tif,25.683,25.773,1.741,1.796,0.646,1.423,5.348,0.284,0.141,7.114,0.676,2.350,5.169,0.375,0.206,164.643,55590.000,137.816,0.455,24.816,24.925,25.683,25.773,24.816,24.816,2.418,0.340,131.637,459.000,456.000
434,Along the build_20.tif,42.141,25.693,1.741,1.687,0.572,1.174,5.982,0.201,0.193,5.172,0.561,2.279,3.891,0.440,0.195,145.761,49215.000,139.844,0.586,41.197,24.925,42.141,25.693,41.197,24.871,1.940,0.375,131.864,758.000,457.000
435,Along the build_20.tif,27.086,25.405,0.707,0.816,0.151,1.099,2.219,0.386,0.227,4.411,0.654,1.012,3.288,0.476,0.262,38.517,13005.000,53.746,0.308,26.884,25.741,27.086,25.405,26.776,24.925,0.921,0.209,50.580,503.000,458.000
436,Along the build_20.tif,37.243,25.422,0.980,0.980,0.302,0.667,3.360,0.336,0.412,2.425,0.636,1.275,2.246,0.642,0.315,77.035,26010.000,129.806,0.568,36.952,24.925,37.243,25.422,36.844,24.925,0.966,0.398,138.300,679.000,458.000
437,Along the build_20.tif,7.555,25.327,1.088,0.653,0.243,1.069,2.962,0.348,0.296,3.376,0.643,1.195,2.762,0.544,0.342,61.930,20910.000,149.931,0.433,7.129,25.034,7.555,25.327,7.075,24.980,1.022,0.303,148.815,132.000,459.000
438,Along the build_20.tif,40.725,25.288,0.435,0.707,0.154,1.034,2.007,0.481,0.401,2.497,0.680,0.740,1.700,0.633,0.500,39.273,13260.000,72.897,0.435,40.653,25.687,40.725,25.288,40.544,24.980,0.700,0.280,77.028,747.000,459.000
439,Along the build_20.tif,9.746,25.795,0.653,1.252,0.264,1.077,3.397,0.287,0.299,3.339,0.599,1.344,2.966,0.547,0.322,67.216,22695.000,68.629,0.453,9.578,26.340,9.746,25.795,9.415,25.088,1.059,0.317,66.881,184.000,461.000
440,Along the build_20.tif,8.608,25.508,0.653,0.707,0.184,1.069,2.378,0.408,0.408,2.453,0.649,0.963,2.325,0.638,0.397,46.825,15810.000,47.291,0.414,8.327,25.850,8.608,25.508,8.327,25.143,0.757,0.309,58.628,164.000,462.000
441,Along the build_20.tif,1.683,25.757,0.925,1.143,0.483,0.979,3.474,0.503,0.421,2.375,0.721,1.352,1.930,0.649,0.457,123.104,41565.000,130.101,0.701,1.143,25.197,1.683,25.757,1.143,25.197,1.208,0.509,127.582,21.000,463.000
442,Along the build_20.tif,5.822,25.765,0.980,1.034,0.252,1.331,3.307,0.289,0.433,2.312,0.521,1.253,1.941,0.658,0.249,64.195,21675.000,55.620,0.646,5.224,26.231,5.822,25.765,5.224,25.197,0.861,0.372,48.668,108.000,463.000
443,Along the build_20.tif,29.057,25.877,1.578,1.252,0.586,1.031,4.334,0.392,0.192,5.222,0.732,1.938,3.825,0.438,0.297,149.538,50490.000,141.843,0.507,28.354,25.252,29.057,25.877,28.299,25.252,1.975,0.378,141.446,521.000,464.000
444,Along the build_20.tif,48.757,26.002,1.361,0.707,0.421,1.291,3.307,0.483,0.278,3.593,0.814,1.465,3.048,0.528,0.437,107.244,36210.000,21.801,0.481,48.109,26.231,48.757,26.002,48.109,25.633,1.387,0.386,23.841,905.000,471.000
445,Along the build_20.tif,53.874,26.034,0.871,0.707,0.124,1.697,2.296,0.297,0.143,6.984,0.667,1.088,5.111,0.378,0.202,31.720,10710.000,143.130,0.213,53.442,25.741,53.874,26.034,53.442,25.687,1.052,0.151,139.527,984.000,472.000
446,Along the build_20.tif,3.551,27.233,3.102,2.612,1.451,1.975,8.886,0.231,0.126,7.948,0.682,3.937,6.116,0.355,0.179,370.068,124950.000,40.515,0.644,2.014,28.408,3.551,27.233,1.905,25.850,3.832,0.482,38.891,88.000,475.000
447,Along the build_20.tif,41.065,26.265,0.762,0.816,0.154,1.034,2.558,0.296,0.208,4.805,0.623,1.080,3.509,0.456,0.248,39.273,13260.000,130.914,0.308,40.762,25.905,41.065,26.265,40.707,25.905,0.971,0.202,132.488,749.000,476.000
448,Along the build_20.tif,16.381,27.225,2.340,2.558,1.045,1.131,7.150,0.257,0.102,9.796,0.808,3.359,7.785,0.320,0.175,266.600,90015.000,49.600,0.431,15.238,28.571,16.381,27.225,15.184,26.014,3.611,0.369,48.048,316.000,478.000
449,Along the build_20.tif,38.525,26.306,0.707,0.653,0.195,1.072,1.988,0.622,0.308,3.244,0.846,0.927,3.010,0.555,0.423,49.846,16830.000,139.764,0.308,38.150,26.014,38.525,26.306,38.150,26.014,0.899,0.277,135.443,701.000,478.000
450,Along the build_20.tif,36.956,29.095,4.626,5.551,1.277,1.786,15.542,0.066,0.038,26.178,0.424,7.184,14.364,0.195,0.050,325.509,109905.000,130.083,0.500,34.558,26.177,36.956,29.095,34.558,26.122,6.523,0.249,127.862,637.000,480.000
