 ,Label,X,Y,Width,Height,Area,NearestNeighborDistance,Perimeter,Circularity,Roundness,AR,Solidity,Feret,FeretAR,Compactness,Extent,IntegratedDensity,RawIntegratedDensity,FeretAngle,MinFeret,FeretX,FeretY,XM,YM,BX,BY,Major,Minor,Angle,XStart,YStart
555,Along the build_20.tif,29.614,35.328,2.667,3.374,1.546,1.622,10.994,0.161,0.232,4.318,0.400,3.771,2.628,0.481,0.172,394.236,133110.000,45.000,1.435,28.082,36.789,29.614,35.328,28.082,33.469,2.915,0.675,52.678,545.000,615.000
556,Along the build_20.tif,11.159,35.391,2.939,3.429,0.983,1.294,9.387,0.140,0.073,13.727,0.489,4.278,6.321,0.270,0.098,250.740,84660.000,126.724,0.677,9.578,33.524,11.159,35.391,9.524,33.524,4.146,0.302,131.416,176.000,616.000
557,Along the build_20.tif,28.165,34.183,0.871,1.361,0.181,1.334,3.931,0.147,0.188,5.331,0.421,1.587,3.788,0.433,0.152,46.070,15555.000,120.964,0.419,27.646,33.524,28.165,34.183,27.646,33.524,1.107,0.208,121.906,508.000,616.000
558,Along the build_20.tif,13.210,34.002,0.327,0.435,0.101,0.948,1.173,0.919,0.656,1.524,0.861,0.465,1.424,0.810,0.708,25.678,8670.000,110.556,0.327,13.116,33.796,13.210,34.002,13.061,33.796,0.442,0.290,100.422,241.000,621.000
559,Along the build_20.tif,33.786,34.169,1.088,0.816,0.512,0.837,3.243,0.612,0.867,1.154,0.824,1.101,1.393,0.931,0.577,130.657,44115.000,171.469,0.790,33.252,34.122,33.786,34.169,33.252,33.796,0.868,0.752,12.152,619.000,621.000
560,Along the build_20.tif,35.273,34.281,0.599,0.762,0.124,1.262,2.179,0.329,0.256,3.911,0.556,0.936,2.659,0.506,0.273,31.720,10710.000,125.538,0.352,34.993,33.796,35.273,34.281,34.993,33.796,0.787,0.201,126.643,643.000,621.000
561,Along the build_20.tif,6.934,34.898,0.871,1.088,0.275,1.676,3.379,0.303,0.488,2.050,0.499,1.136,1.555,0.699,0.291,70.237,23715.000,73.301,0.731,6.531,35.374,6.934,34.898,6.476,34.286,0.848,0.414,53.584,125.000,630.000
562,Along the build_20.tif,14.185,34.744,0.599,0.707,0.187,1.225,1.975,0.601,0.323,3.096,0.808,0.886,2.783,0.568,0.441,47.580,16065.000,132.510,0.318,13.878,34.395,14.185,34.744,13.878,34.395,0.858,0.277,125.713,255.000,632.000
563,Along the build_20.tif,15.958,35.047,0.980,0.980,0.148,1.131,2.771,0.242,0.098,10.200,0.617,1.385,7.200,0.313,0.154,37.762,12750.000,135.000,0.192,15.456,34.558,15.958,35.047,15.456,34.558,1.387,0.136,134.144,284.000,635.000
564,Along the build_20.tif,22.853,34.936,0.653,0.871,0.207,2.009,2.314,0.486,0.282,3.552,0.824,1.088,3.143,0.531,0.365,52.867,17850.000,126.870,0.346,22.531,34.558,22.853,34.936,22.531,34.558,0.968,0.273,126.432,414.000,635.000
565,Along the build_20.tif,43.179,34.921,0.544,0.762,0.231,1.697,2.115,0.649,0.576,1.735,0.817,0.809,1.715,0.759,0.557,58.909,19890.000,109.654,0.472,43.156,34.558,43.179,34.921,42.884,34.558,0.714,0.412,116.612,793.000,635.000
566,Along the build_20.tif,50.849,34.945,0.327,0.490,0.116,0.967,1.346,0.801,0.580,1.724,0.867,0.536,1.641,0.762,0.722,29.454,9945.000,66.038,0.327,50.721,35.156,50.849,34.945,50.667,34.667,0.503,0.292,88.739,934.000,637.000
567,Along the build_20.tif,28.002,35.507,1.034,1.361,0.415,1.334,3.827,0.356,0.316,3.163,0.624,1.645,2.627,0.562,0.295,105.734,35700.000,124.216,0.626,27.374,34.721,28.002,35.507,27.374,34.721,1.292,0.409,118.959,503.000,638.000
568,Along the build_20.tif,9.365,35.331,0.980,1.143,0.332,1.751,3.161,0.417,0.192,5.210,0.806,1.505,4.346,0.438,0.296,84.587,28560.000,130.601,0.346,8.925,34.776,9.365,35.331,8.925,34.776,1.483,0.285,131.184,164.000,639.000
569,Along the build_20.tif,34.031,34.969,0.490,0.381,0.101,0.837,1.295,0.754,0.360,2.780,0.840,0.621,2.374,0.600,0.540,25.678,8670.000,142.125,0.261,33.796,34.776,34.031,34.969,33.796,34.776,0.597,0.215,143.614,621.000,639.000
570,Along the build_20.tif,55.405,35.082,0.435,0.599,0.160,1.896,1.590,0.795,0.704,1.421,0.831,0.637,1.477,0.839,0.614,40.783,13770.000,109.983,0.431,55.347,34.776,55.405,35.082,55.184,34.776,0.538,0.379,102.211,1017.000,639.000
571,Along the build_20.tif,51.789,35.169,0.599,0.599,0.213,0.967,1.821,0.808,0.643,1.556,0.847,0.682,1.368,0.802,0.595,54.377,18360.000,118.610,0.498,51.646,34.884,51.789,35.169,51.483,34.884,0.650,0.418,132.591,949.000,641.000
572,Along the build_20.tif,13.188,35.576,0.980,0.762,0.272,1.298,2.994,0.382,0.360,2.780,0.637,1.102,2.121,0.600,0.365,69.482,23460.000,147.095,0.519,12.680,35.211,13.188,35.576,12.680,35.102,0.982,0.353,148.301,235.000,645.000
573,Along the build_20.tif,31.971,35.907,1.850,1.306,0.681,2.264,5.335,0.301,0.351,2.847,0.548,1.962,2.126,0.593,0.282,173.705,58650.000,19.440,0.923,31.129,36.626,31.971,35.907,31.129,35.320,1.571,0.552,28.018,593.000,649.000
574,Along the build_20.tif,50.225,35.893,0.707,1.197,0.258,1.135,2.981,0.364,0.186,5.362,0.753,1.364,4.388,0.432,0.304,65.706,22185.000,118.610,0.311,49.850,35.320,50.225,35.893,49.850,35.320,1.326,0.247,119.024,916.000,649.000
575,Along the build_20.tif,40.473,35.782,0.653,0.653,0.210,1.305,2.007,0.656,0.577,1.733,0.807,0.785,1.546,0.760,0.493,53.622,18105.000,123.690,0.508,40.163,35.429,40.473,35.782,40.163,35.429,0.681,0.393,131.329,738.000,651.000
576,Along the build_20.tif,14.288,36.431,2.014,1.850,0.791,1.392,6.115,0.266,0.217,4.604,0.480,2.320,2.819,0.466,0.212,201.649,68085.000,39.289,0.823,13.551,37.497,14.288,36.431,13.333,35.646,2.153,0.468,41.920,268.000,655.000
577,Along the build_20.tif,16.887,36.133,0.762,0.653,0.249,1.430,2.301,0.590,0.454,2.203,0.804,0.927,1.890,0.674,0.500,63.440,21420.000,139.764,0.490,16.599,35.755,16.887,36.133,16.544,35.755,0.835,0.379,149.007,305.000,657.000
578,Along the build_20.tif,53.463,36.285,1.143,1.088,0.255,1.670,3.392,0.278,0.189,5.299,0.621,1.578,4.309,0.434,0.205,64.951,21930.000,136.397,0.366,53.007,35.755,53.463,36.285,53.007,35.755,1.311,0.247,139.676,974.000,657.000
579,Along the build_20.tif,42.428,36.443,0.871,1.088,0.421,1.697,3.148,0.533,0.372,2.687,0.780,1.317,2.343,0.610,0.444,107.244,36210.000,128.290,0.562,42.014,36.027,42.428,36.443,41.959,35.973,1.200,0.446,125.589,774.000,661.000
580,Along the build_20.tif,51.837,36.664,1.306,1.415,0.640,1.496,4.820,0.346,0.771,1.297,0.585,1.512,1.222,0.878,0.346,163.132,55080.000,149.744,1.238,51.048,36.626,51.837,36.664,51.048,35.973,1.028,0.792,59.736,957.000,661.000
581,Along the build_20.tif,10.610,36.563,0.653,0.762,0.175,1.294,2.097,0.499,0.238,4.208,0.781,0.969,3.370,0.487,0.351,44.559,15045.000,128.157,0.288,10.340,36.190,10.610,36.563,10.286,36.190,0.968,0.230,128.132,190.000,665.000
582,Along the build_20.tif,48.713,36.921,1.197,1.361,0.184,1.829,3.822,0.158,0.076,13.077,0.561,1.777,8.357,0.277,0.113,46.825,15810.000,130.030,0.213,48.163,36.190,48.713,36.921,48.109,36.190,1.749,0.134,131.574,885.000,665.000
583,Along the build_20.tif,34.122,36.795,1.088,1.088,0.281,1.828,3.174,0.351,0.157,6.367,0.766,1.539,5.000,0.396,0.238,71.748,24225.000,135.000,0.308,33.633,36.299,34.122,36.795,33.633,36.299,1.510,0.237,135.865,618.000,667.000
584,Along the build_20.tif,39.459,36.604,0.871,0.599,0.341,1.305,2.737,0.572,0.621,1.610,0.752,0.952,1.590,0.788,0.653,86.853,29325.000,149.036,0.599,39.020,36.299,39.459,36.604,39.020,36.299,0.836,0.519,175.982,717.000,667.000
585,Along the build_20.tif,18.360,36.978,2.776,1.034,0.850,1.699,7.230,0.204,0.233,4.295,0.527,2.780,3.304,0.483,0.296,216.754,73185.000,3.366,0.841,16.980,37.224,18.360,36.978,16.980,36.408,2.156,0.502,15.555,347.000,669.000
586,Mean,27.766,18.174,1.240,1.339,0.442,1.053,4.204,0.415,0.330,4.707,0.680,1.741,3.483,0.549,0.350,112.679,38045.128,103.458,0.527,27.196,17.851,27.766,18.174,27.143,17.509,1.530,0.363,102.383,504.680,321.723
587,SD,15.683,9.758,0.927,0.991,0.374,1.060,3.164,0.213,0.194,3.897,0.139,1.303,2.301,0.170,0.174,95.440,32224.451,42.287,0.285,15.707,9.791,15.683,9.758,15.713,9.773,1.141,0.139,42.765,287.705,179.581
588,Min,0.536,0.698,0.218,0.327,0.101,2.033,1.128,0.062,0.032,1.046,0.215,0.465,1.118,0.179,0.044,25.678,8670.000,3.366,0.192,0.381,0.327,0.536,0.698,0.109,0.327,0.405,0.133,0.527,8.000,6.000
589,Max,55.405,36.978,7.946,6.639,2.879,1.896,22.297,1.000,0.956,31.111,0.942,10.320,19.318,0.978,0.875,734.094,247860.000,174.289,3.085,55.347,37.497,55.405,36.978,55.184,36.408,9.560,1.170,177.782,1017.000,669.000
